solution_id,num_clusters_f2,disagreement_f1
solution_931,62,678.500000000001
solution_932,62,678.500000000001
solution_948,62,678.500000000001
solution_947,62,678.500000000001
solution_946,62,678.500000000001
solution_945,62,678.500000000001
solution_944,62,678.500000000001
solution_943,62,678.500000000001
solution_942,62,678.500000000001
solution_913,62,678.500000000001
solution_941,62,678.500000000001
solution_939,62,678.500000000001
solution_938,62,678.500000000001
solution_937,62,678.500000000001
solution_936,62,678.500000000001
solution_935,62,678.500000000001
solution_934,62,678.500000000001
solution_933,62,678.500000000001
solution_940,62,678.500000000001
solution_912,62,678.500000000001
solution_911,62,678.500000000001
solution_910,62,678.500000000001
solution_889,62,678.500000000001
solution_888,62,678.500000000001
solution_887,62,678.500000000001
solution_886,62,678.500000000001
solution_885,62,678.500000000001
solution_884,62,678.500000000001
solution_883,62,678.500000000001
solution_890,62,678.500000000001
solution_882,62,678.500000000001
solution_880,62,678.500000000001
solution_879,62,678.500000000001
solution_878,62,678.500000000001
solution_877,62,678.500000000001
solution_876,62,678.500000000001
solution_875,62,678.500000000001
solution_874,62,678.500000000001
solution_881,62,678.500000000001
solution_872,62,678.500000000001
solution_891,62,678.500000000001
solution_893,62,678.500000000001
solution_909,62,678.500000000001
solution_908,62,678.500000000001
solution_907,62,678.500000000001
solution_906,62,678.500000000001
solution_905,62,678.500000000001
solution_904,62,678.500000000001
solution_903,62,678.500000000001
solution_892,62,678.500000000001
solution_902,62,678.500000000001
solution_900,62,678.500000000001
solution_899,62,678.500000000001
solution_898,62,678.500000000001
solution_897,62,678.500000000001
solution_896,62,678.500000000001
solution_895,62,678.500000000001
solution_894,62,678.500000000001
solution_901,62,678.500000000001
solution_793,62,678.500000000001
solution_792,62,678.500000000001
solution_791,62,678.500000000001
solution_690,62,678.500000000001
solution_689,62,678.500000000001
solution_688,62,678.500000000001
solution_687,62,678.500000000001
solution_686,62,678.500000000001
solution_685,62,678.500000000001
solution_684,62,678.500000000001
solution_683,62,678.500000000001
solution_682,62,678.500000000001
solution_681,62,678.500000000001
solution_680,62,678.500000000001
solution_679,62,678.500000000001
solution_678,62,678.500000000001
solution_677,62,678.500000000001
solution_676,62,678.500000000001
solution_691,62,678.500000000001
solution_692,62,678.500000000001
solution_693,62,678.500000000001
solution_694,62,678.500000000001
solution_710,62,678.500000000001
solution_709,62,678.500000000001
solution_708,62,678.500000000001
solution_707,62,678.500000000001
solution_706,62,678.500000000001
solution_705,62,678.500000000001
solution_704,62,678.500000000001
solution_675,62,678.500000000001
solution_703,62,678.500000000001
solution_701,62,678.500000000001
solution_700,62,678.500000000001
solution_699,62,678.500000000001
solution_698,62,678.500000000001
solution_697,62,678.500000000001
solution_696,62,678.500000000001
solution_695,62,678.500000000001
solution_702,62,678.500000000001
solution_674,62,678.500000000001
solution_673,62,678.500000000001
solution_672,62,678.500000000001
solution_651,62,678.500000000001
solution_650,62,678.500000000001
solution_649,62,678.500000000001
solution_648,62,678.500000000001
solution_647,62,678.500000000001
solution_646,62,678.500000000001
solution_645,62,678.500000000001
solution_652,62,678.500000000001
solution_644,62,678.500000000001
solution_642,62,678.500000000001
solution_641,62,678.500000000001
solution_640,62,678.500000000001
solution_639,62,678.500000000001
solution_638,62,678.500000000001
solution_637,62,678.500000000001
solution_636,62,678.500000000001
solution_643,62,678.500000000001
solution_711,62,678.500000000001
solution_653,62,678.500000000001
solution_655,62,678.500000000001
solution_671,62,678.500000000001
solution_670,62,678.500000000001
solution_669,62,678.500000000001
solution_668,62,678.500000000001
solution_667,62,678.500000000001
solution_666,62,678.500000000001
solution_665,62,678.500000000001
solution_654,62,678.500000000001
solution_664,62,678.500000000001
solution_662,62,678.500000000001
solution_661,62,678.500000000001
solution_660,62,678.500000000001
solution_659,62,678.500000000001
solution_658,62,678.500000000001
solution_657,62,678.500000000001
solution_656,62,678.500000000001
solution_663,62,678.500000000001
solution_712,62,678.500000000001
solution_713,62,678.500000000001
solution_714,62,678.500000000001
solution_770,62,678.500000000001
solution_769,62,678.500000000001
solution_768,62,678.500000000001
solution_767,62,678.500000000001
solution_766,62,678.500000000001
solution_765,62,678.500000000001
solution_764,62,678.500000000001
solution_771,62,678.500000000001
solution_763,62,678.500000000001
solution_761,62,678.500000000001
solution_760,62,678.500000000001
solution_759,62,678.500000000001
solution_758,62,678.500000000001
solution_757,62,678.500000000001
